file,U,D,date
limit_list_2020-03-20.csv,36,9,2020-03-20
limit_list_2020-03-23.csv,23,80,2020-03-23
limit_list_2020-03-24.csv,45,22,2020-03-24
limit_list_2020-03-25.csv,49,3,2020-03-25
limit_list_2020-03-26.csv,34,13,2020-03-26
limit_list_2020-03-27.csv,39,10,2020-03-27
limit_list_2020-03-30.csv,13,49,2020-03-30
limit_list_2020-03-31.csv,29,10,2020-03-31
limit_list_2020-04-01.csv,24,13,2020-04-01
limit_list_2020-04-02.csv,31,10,2020-04-02
limit_list_2020-04-03.csv,43,2,2020-04-03
limit_list_2020-04-07.csv,72,5,2020-04-07
limit_list_2020-04-08.csv,45,4,2020-04-08
limit_list_2020-04-09.csv,59,6,2020-04-09
limit_list_2020-04-10.csv,35,35,2020-04-10
limit_list_2020-04-13.csv,26,29,2020-04-13
limit_list_2020-04-14.csv,36,6,2020-04-14
limit_list_2020-04-15.csv,24,7,2020-04-15
limit_list_2020-04-16.csv,37,6,2020-04-16
limit_list_2020-04-17.csv,32,8,2020-04-17
limit_list_2020-04-20.csv,33,9,2020-04-20
limit_list_2020-04-21.csv,31,6,2020-04-21
limit_list_2020-04-22.csv,36,9,2020-04-22
limit_list_2020-04-23.csv,38,10,2020-04-23
limit_list_2020-04-24.csv,17,36,2020-04-24
limit_list_2020-04-27.csv,25,35,2020-04-27
limit_list_2020-04-28.csv,13,117,2020-04-28
limit_list_2020-04-29.csv,23,24,2020-04-29
limit_list_2020-04-30.csv,37,20,2020-04-30
limit_list_2020-05-06.csv,45,21,2020-05-06
limit_list_2020-05-07.csv,32,19,2020-05-07
limit_list_2020-05-08.csv,32,12,2020-05-08
limit_list_2020-05-11.csv,27,16,2020-05-11
limit_list_2020-05-12.csv,23,21,2020-05-12
limit_list_2020-05-13.csv,39,10,2020-05-13
limit_list_2020-05-14.csv,28,14,2020-05-14
limit_list_2020-05-15.csv,30,14,2020-05-15
limit_list_2020-05-18.csv,27,26,2020-05-18
limit_list_2020-05-19.csv,36,15,2020-05-19
limit_list_2020-05-20.csv,37,30,2020-05-20
limit_list_2020-05-21.csv,35,18,2020-05-21
limit_list_2020-05-22.csv,30,23,2020-05-22
limit_list_2020-05-25.csv,32,24,2020-05-25
limit_list_2020-05-26.csv,49,7,2020-05-26
limit_list_2020-05-27.csv,45,8,2020-05-27
limit_list_2020-05-28.csv,35,12,2020-05-28
limit_list_2020-05-29.csv,37,10,2020-05-29
limit_list_2020-06-01.csv,59,6,2020-06-01
limit_list_2020-06-02.csv,51,7,2020-06-02
limit_list_2020-06-03.csv,54,4,2020-06-03
limit_list_2020-06-04.csv,61,8,2020-06-04
limit_list_2020-06-05.csv,47,17,2020-06-05
limit_list_2020-06-08.csv,29,27,2020-06-08
limit_list_2020-06-09.csv,39,14,2020-06-09
limit_list_2020-06-10.csv,21,18,2020-06-10
limit_list_2020-06-11.csv,26,11,2020-06-11
limit_list_2020-06-12.csv,33,13,2020-06-12
limit_list_2020-06-15.csv,34,11,2020-06-15
limit_list_2020-06-16.csv,33,6,2020-06-16
limit_list_2020-06-17.csv,33,8,2020-06-17
limit_list_2020-06-18.csv,34,14,2020-06-18
limit_list_2020-06-19.csv,30,13,2020-06-19
limit_list_2020-06-22.csv,31,15,2020-06-22
limit_list_2020-06-23.csv,32,12,2020-06-23
limit_list_2020-06-24.csv,25,4,2020-06-24
limit_list_2020-06-29.csv,28,20,2020-06-29
limit_list_2020-06-30.csv,35,10,2020-06-30
limit_list_2020-07-01.csv,39,10,2020-07-01
limit_list_2020-07-02.csv,39,9,2020-07-02
limit_list_2020-07-03.csv,37,9,2020-07-03
limit_list_2020-07-06.csv,84,5,2020-07-06
limit_list_2020-07-07.csv,65,9,2020-07-07
limit_list_2020-07-08.csv,70,8,2020-07-08
limit_list_2020-07-09.csv,82,3,2020-07-09
limit_list_2020-07-10.csv,59,6,2020-07-10
limit_list_2020-07-13.csv,101,5,2020-07-13
limit_list_2020-07-14.csv,66,24,2020-07-14
limit_list_2020-07-15.csv,57,49,2020-07-15
limit_list_2020-07-16.csv,31,107,2020-07-16
limit_list_2020-07-17.csv,43,40,2020-07-17
limit_list_2020-07-20.csv,71,19,2020-07-20
limit_list_2020-07-21.csv,49,9,2020-07-21
limit_list_2020-07-22.csv,47,12,2020-07-22
limit_list_2020-07-23.csv,36,13,2020-07-23
limit_list_2020-07-24.csv,31,44,2020-07-24
limit_list_2020-07-27.csv,31,17,2020-07-27
limit_list_2020-07-28.csv,43,13,2020-07-28
limit_list_2020-07-29.csv,50,3,2020-07-29
limit_list_2020-07-30.csv,52,5,2020-07-30
limit_list_2020-07-31.csv,56,3,2020-07-31
limit_list_2020-08-03.csv,90,2,2020-08-03
limit_list_2020-08-04.csv,61,12,2020-08-04
limit_list_2020-08-05.csv,67,7,2020-08-05
limit_list_2020-08-06.csv,58,11,2020-08-06
limit_list_2020-08-07.csv,46,11,2020-08-07
limit_list_2020-08-10.csv,50,24,2020-08-10
limit_list_2020-08-11.csv,47,15,2020-08-11
limit_list_2020-08-12.csv,42,28,2020-08-12
limit_list_2020-08-13.csv,54,7,2020-08-13
limit_list_2020-08-14.csv,37,16,2020-08-14
limit_list_2020-08-17.csv,59,9,2020-08-17
limit_list_2020-08-18.csv,59,3,2020-08-18
limit_list_2020-08-19.csv,34,15,2020-08-19
limit_list_2020-08-20.csv,19,19,2020-08-20
limit_list_2020-08-21.csv,33,6,2020-08-21
limit_list_2020-08-24.csv,27,10,2020-08-24
limit_list_2020-08-25.csv,20,3,2020-08-25
limit_list_2020-08-26.csv,24,22,2020-08-26
limit_list_2020-08-27.csv,14,12,2020-08-27
limit_list_2020-08-28.csv,20,9,2020-08-28
limit_list_2020-08-31.csv,29,9,2020-08-31
limit_list_2020-09-01.csv,18,10,2020-09-01
limit_list_2020-09-02.csv,19,8,2020-09-02
limit_list_2020-09-03.csv,19,8,2020-09-03
limit_list_2020-09-04.csv,16,10,2020-09-04
limit_list_2020-09-07.csv,16,9,2020-09-07
limit_list_2020-09-08.csv,32,11,2020-09-08
limit_list_2020-09-09.csv,19,11,2020-09-09
limit_list_2020-09-10.csv,10,43,2020-09-10
limit_list_2020-09-11.csv,20,9,2020-09-11
limit_list_2020-09-14.csv,21,7,2020-09-14
limit_list_2020-09-15.csv,22,6,2020-09-15
limit_list_2020-09-16.csv,12,3,2020-09-16
limit_list_2020-09-17.csv,13,5,2020-09-17
limit_list_2020-09-18.csv,20,2,2020-09-18
limit_list_2020-09-21.csv,11,5,2020-09-21
limit_list_2020-09-22.csv,14,6,2020-09-22
limit_list_2020-09-23.csv,16,3,2020-09-23
limit_list_2020-09-24.csv,10,7,2020-09-24
limit_list_2020-09-25.csv,10,11,2020-09-25
limit_list_2020-09-28.csv,11,17,2020-09-28
limit_list_2020-09-29.csv,13,13,2020-09-29
limit_list_2020-09-30.csv,7,7,2020-09-30
limit_list_2020-10-09.csv,39,4,2020-10-09
limit_list_2020-10-12.csv,34,1,2020-10-12
limit_list_2020-10-13.csv,7,1,2020-10-13
limit_list_2020-10-14.csv,17,9,2020-10-14
limit_list_2020-10-15.csv,21,11,2020-10-15
limit_list_2020-10-16.csv,12,7,2020-10-16
limit_list_2020-10-19.csv,12,7,2020-10-19
limit_list_2020-10-20.csv,15,1,2020-10-20
limit_list_2020-10-21.csv,6,5,2020-10-21
limit_list_2020-10-22.csv,6,5,2020-10-22
limit_list_2020-10-23.csv,9,8,2020-10-23
limit_list_2020-10-26.csv,7,7,2020-10-26
limit_list_2020-10-27.csv,13,4,2020-10-27
limit_list_2020-10-28.csv,13,10,2020-10-28
limit_list_2020-10-29.csv,12,8,2020-10-29
limit_list_2020-10-30.csv,11,14,2020-10-30
limit_list_2020-11-02.csv,21,26,2020-11-02
limit_list_2020-11-03.csv,25,5,2020-11-03
limit_list_2020-11-04.csv,15,5,2020-11-04
limit_list_2020-11-05.csv,20,3,2020-11-05
limit_list_2020-11-06.csv,9,6,2020-11-06
limit_list_2020-11-09.csv,22,6,2020-11-09
limit_list_2020-11-10.csv,18,7,2020-11-10
limit_list_2020-11-11.csv,30,3,2020-11-11
limit_list_2020-11-12.csv,29,3,2020-11-12
limit_list_2020-11-13.csv,15,7,2020-11-13
limit_list_2020-11-16.csv,30,9,2020-11-16
limit_list_2020-11-17.csv,22,11,2020-11-17
limit_list_2020-11-18.csv,26,4,2020-11-18
limit_list_2020-11-19.csv,18,7,2020-11-19
limit_list_2020-11-20.csv,26,6,2020-11-20
limit_list_2020-11-23.csv,26,9,2020-11-23
limit_list_2020-11-24.csv,23,9,2020-11-24
limit_list_2020-11-25.csv,23,14,2020-11-25
limit_list_2020-11-26.csv,13,9,2020-11-26
limit_list_2020-11-27.csv,18,7,2020-11-27
limit_list_2020-11-30.csv,25,9,2020-11-30
limit_list_2020-12-01.csv,27,5,2020-12-01
limit_list_2020-12-02.csv,29,4,2020-12-02
limit_list_2020-12-03.csv,34,7,2020-12-03
limit_list_2020-12-04.csv,27,10,2020-12-04
limit_list_2020-12-07.csv,27,7,2020-12-07
limit_list_2020-12-08.csv,21,9,2020-12-08
limit_list_2020-12-09.csv,21,13,2020-12-09
limit_list_2020-12-10.csv,27,18,2020-12-10
limit_list_2020-12-11.csv,13,30,2020-12-11
limit_list_2020-12-14.csv,28,24,2020-12-14
limit_list_2020-12-15.csv,18,24,2020-12-15
limit_list_2020-12-16.csv,24,25,2020-12-16
limit_list_2020-12-17.csv,28,24,2020-12-17
limit_list_2020-12-18.csv,26,10,2020-12-18
limit_list_2020-12-21.csv,27,7,2020-12-21
limit_list_2020-12-22.csv,20,16,2020-12-22
limit_list_2020-12-23.csv,33,12,2020-12-23
limit_list_2020-12-24.csv,25,29,2020-12-24
limit_list_2020-12-25.csv,44,17,2020-12-25
limit_list_2020-12-28.csv,40,14,2020-12-28
limit_list_2020-12-29.csv,40,28,2020-12-29
limit_list_2020-12-30.csv,41,10,2020-12-30
limit_list_2020-12-31.csv,37,7,2020-12-31
limit_list_2021-01-04.csv,45,10,2021-01-04
limit_list_2021-01-05.csv,37,21,2021-01-05
limit_list_2021-01-06.csv,31,27,2021-01-06
limit_list_2021-01-07.csv,19,35,2021-01-07
limit_list_2021-01-08.csv,31,37,2021-01-08
limit_list_2021-01-11.csv,29,37,2021-01-11
limit_list_2021-01-12.csv,40,16,2021-01-12
limit_list_2021-01-13.csv,29,27,2021-01-13
limit_list_2021-01-14.csv,44,24,2021-01-14
limit_list_2021-01-15.csv,52,6,2021-01-15
limit_list_2021-01-18.csv,62,5,2021-01-18
limit_list_2021-01-19.csv,53,3,2021-01-19
limit_list_2021-01-20.csv,43,3,2021-01-20
limit_list_2021-01-21.csv,50,4,2021-01-21
limit_list_2021-01-22.csv,27,17,2021-01-22
limit_list_2021-01-25.csv,34,37,2021-01-25
limit_list_2021-01-26.csv,35,31,2021-01-26
limit_list_2021-01-27.csv,35,11,2021-01-27
limit_list_2021-01-28.csv,35,15,2021-01-28
limit_list_2021-01-29.csv,24,38,2021-01-29
limit_list_2021-02-01.csv,40,65,2021-02-01
limit_list_2021-02-02.csv,45,21,2021-02-02
limit_list_2021-02-03.csv,41,18,2021-02-03
limit_list_2021-02-04.csv,37,41,2021-02-04
limit_list_2021-02-05.csv,28,34,2021-02-05
limit_list_2021-02-08.csv,25,22,2021-02-08
limit_list_2021-02-09.csv,34,12,2021-02-09
limit_list_2021-02-10.csv,26,13,2021-02-10
limit_list_2021-02-18.csv,75,5,2021-02-18
limit_list_2021-02-19.csv,62,4,2021-02-19
limit_list_2021-02-22.csv,82,12,2021-02-22
limit_list_2021-02-23.csv,34,9,2021-02-23
limit_list_2021-02-24.csv,25,10,2021-02-24
limit_list_2021-02-25.csv,38,5,2021-02-25
limit_list_2021-02-26.csv,34,13,2021-02-26
limit_list_2021-03-01.csv,42,6,2021-03-01
limit_list_2021-03-02.csv,18,11,2021-03-02
limit_list_2021-03-03.csv,30,10,2021-03-03
limit_list_2021-03-04.csv,34,9,2021-03-04
limit_list_2021-03-05.csv,36,14,2021-03-05
limit_list_2021-03-08.csv,43,15,2021-03-08
limit_list_2021-03-09.csv,27,61,2021-03-09
limit_list_2021-03-10.csv,26,20,2021-03-10
limit_list_2021-03-11.csv,30,8,2021-03-11
limit_list_2021-03-12.csv,38,6,2021-03-12
limit_list_2021-03-15.csv,37,13,2021-03-15
limit_list_2021-03-16.csv,40,5,2021-03-16
limit_list_2021-03-17.csv,38,3,2021-03-17
limit_list_2021-03-18.csv,36,2,2021-03-18
limit_list_2021-03-19.csv,32,7,2021-03-19
limit_list_2021-03-22.csv,41,3,2021-03-22
limit_list_2021-03-23.csv,39,15,2021-03-23
limit_list_2021-03-24.csv,37,19,2021-03-24
limit_list_2021-03-25.csv,40,24,2021-03-25
limit_list_2021-03-26.csv,37,8,2021-03-26
limit_list_2021-03-29.csv,44,10,2021-03-29
limit_list_2021-03-30.csv,32,20,2021-03-30
limit_list_2021-03-31.csv,46,10,2021-03-31
limit_list_2021-04-01.csv,47,11,2021-04-01
limit_list_2021-04-02.csv,38,11,2021-04-02
limit_list_2021-04-06.csv,44,5,2021-04-06
limit_list_2021-04-07.csv,57,6,2021-04-07
limit_list_2021-04-08.csv,46,13,2021-04-08
limit_list_2021-04-09.csv,43,9,2021-04-09
limit_list_2021-04-12.csv,47,14,2021-04-12
limit_list_2021-04-13.csv,26,22,2021-04-13
limit_list_2021-04-14.csv,43,12,2021-04-14
limit_list_2021-04-15.csv,34,23,2021-04-15
limit_list_2021-04-16.csv,53,5,2021-04-16
limit_list_2021-04-19.csv,47,7,2021-04-19
limit_list_2021-04-20.csv,37,13,2021-04-20
limit_list_2021-04-21.csv,20,8,2021-04-21
limit_list_2021-04-22.csv,36,6,2021-04-22
limit_list_2021-04-23.csv,29,15,2021-04-23
limit_list_2021-04-26.csv,29,19,2021-04-26
limit_list_2021-04-27.csv,23,35,2021-04-27
limit_list_2021-04-28.csv,34,21,2021-04-28
limit_list_2021-04-29.csv,27,22,2021-04-29
limit_list_2021-04-30.csv,31,36,2021-04-30
limit_list_2021-05-06.csv,45,25,2021-05-06
limit_list_2021-05-07.csv,45,13,2021-05-07
limit_list_2021-05-10.csv,49,18,2021-05-10
limit_list_2021-05-11.csv,40,20,2021-05-11
limit_list_2021-05-12.csv,47,10,2021-05-12
limit_list_2021-05-13.csv,32,7,2021-05-13
limit_list_2021-05-14.csv,44,5,2021-05-14
limit_list_2021-05-17.csv,25,60,2021-05-17
limit_list_2021-05-18.csv,44,26,2021-05-18
limit_list_2021-05-19.csv,37,8,2021-05-19
limit_list_2021-05-20.csv,39,21,2021-05-20
limit_list_2021-05-21.csv,41,11,2021-05-21
limit_list_2021-05-24.csv,49,9,2021-05-24
limit_list_2021-05-25.csv,31,7,2021-05-25
limit_list_2021-05-26.csv,35,6,2021-05-26
limit_list_2021-05-27.csv,39,1,2021-05-27
limit_list_2021-05-28.csv,30,3,2021-05-28
limit_list_2021-05-31.csv,42,5,2021-05-31
limit_list_2021-06-01.csv,47,6,2021-06-01
limit_list_2021-06-02.csv,37,12,2021-06-02
limit_list_2021-06-03.csv,52,9,2021-06-03
limit_list_2021-06-04.csv,48,12,2021-06-04
limit_list_2021-06-07.csv,41,9,2021-06-07
limit_list_2021-06-08.csv,38,18,2021-06-08
limit_list_2021-06-09.csv,38,5,2021-06-09
limit_list_2021-06-10.csv,46,16,2021-06-10
limit_list_2021-06-11.csv,44,18,2021-06-11
limit_list_2021-06-15.csv,18,33,2021-06-15
limit_list_2021-06-16.csv,28,21,2021-06-16
limit_list_2021-06-17.csv,33,14,2021-06-17
limit_list_2021-06-18.csv,35,7,2021-06-18
limit_list_2021-06-21.csv,38,6,2021-06-21
limit_list_2021-06-22.csv,46,5,2021-06-22
limit_list_2021-06-23.csv,35,4,2021-06-23
limit_list_2021-06-24.csv,30,9,2021-06-24
limit_list_2021-06-25.csv,34,6,2021-06-25
limit_list_2021-06-28.csv,47,13,2021-06-28
limit_list_2021-06-29.csv,27,13,2021-06-29
limit_list_2021-06-30.csv,40,10,2021-06-30
limit_list_2021-07-01.csv,30,16,2021-07-01
limit_list_2021-07-02.csv,28,9,2021-07-02
limit_list_2021-07-05.csv,42,9,2021-07-05
limit_list_2021-07-06.csv,29,7,2021-07-06
limit_list_2021-07-07.csv,32,5,2021-07-07
limit_list_2021-07-08.csv,33,5,2021-07-08
limit_list_2021-07-09.csv,31,5,2021-07-09
limit_list_2021-07-12.csv,45,11,2021-07-12
limit_list_2021-07-13.csv,45,9,2021-07-13
limit_list_2021-07-14.csv,30,14,2021-07-14
limit_list_2021-07-15.csv,26,21,2021-07-15
limit_list_2021-07-16.csv,29,7,2021-07-16
limit_list_2021-07-19.csv,38,15,2021-07-19
limit_list_2021-07-20.csv,19,9,2021-07-20
limit_list_2021-07-21.csv,34,2,2021-07-21
limit_list_2021-07-22.csv,33,2,2021-07-22
limit_list_2021-07-23.csv,23,13,2021-07-23
limit_list_2021-07-26.csv,25,25,2021-07-26
limit_list_2021-07-27.csv,27,32,2021-07-27
limit_list_2021-07-28.csv,19,72,2021-07-28
limit_list_2021-07-29.csv,38,4,2021-07-29
limit_list_2021-07-30.csv,30,15,2021-07-30
limit_list_2021-08-02.csv,43,11,2021-08-02
limit_list_2021-08-03.csv,27,23,2021-08-03
limit_list_2021-08-04.csv,40,6,2021-08-04
limit_list_2021-08-05.csv,21,9,2021-08-05
limit_list_2021-08-06.csv,32,4,2021-08-06
limit_list_2021-08-09.csv,33,5,2021-08-09
limit_list_2021-08-10.csv,36,5,2021-08-10
limit_list_2021-08-11.csv,34,6,2021-08-11
limit_list_2021-08-12.csv,38,11,2021-08-12
limit_list_2021-08-13.csv,37,3,2021-08-13
limit_list_2021-08-16.csv,40,6,2021-08-16
limit_list_2021-08-17.csv,22,15,2021-08-17
limit_list_2021-08-18.csv,38,4,2021-08-18
limit_list_2021-08-19.csv,29,9,2021-08-19
limit_list_2021-08-20.csv,24,18,2021-08-20
limit_list_2021-08-23.csv,58,3,2021-08-23
limit_list_2021-08-24.csv,45,7,2021-08-24
limit_list_2021-08-25.csv,38,6,2021-08-25
limit_list_2021-08-26.csv,40,9,2021-08-26
limit_list_2021-08-27.csv,45,12,2021-08-27
limit_list_2021-08-30.csv,51,13,2021-08-30
limit_list_2021-08-31.csv,47,11,2021-08-31
limit_list_2021-09-01.csv,32,39,2021-09-01
limit_list_2021-09-02.csv,33,1,2021-09-02
limit_list_2021-09-03.csv,43,20,2021-09-03
limit_list_2021-09-06.csv,29,20,2021-09-06
limit_list_2021-09-07.csv,40,6,2021-09-07
limit_list_2021-09-08.csv,50,3,2021-09-08
limit_list_2021-09-09.csv,41,2,2021-09-09
limit_list_2021-09-10.csv,35,2,2021-09-10
limit_list_2021-09-13.csv,42,7,2021-09-13
limit_list_2021-09-14.csv,41,5,2021-09-14
limit_list_2021-09-15.csv,43,7,2021-09-15
limit_list_2021-09-16.csv,36,22,2021-09-16
limit_list_2021-09-17.csv,34,24,2021-09-17
limit_list_2021-09-22.csv,42,8,2021-09-22
limit_list_2021-09-23.csv,39,14,2021-09-23
limit_list_2021-09-24.csv,14,37,2021-09-24
limit_list_2021-09-27.csv,25,111,2021-09-27
limit_list_2021-09-28.csv,36,26,2021-09-28
limit_list_2021-09-29.csv,10,33,2021-09-29
limit_list_2021-09-30.csv,38,5,2021-09-30
limit_list_2021-10-08.csv,49,9,2021-10-08
limit_list_2021-10-11.csv,29,21,2021-10-11
limit_list_2021-10-12.csv,24,13,2021-10-12
limit_list_2021-10-13.csv,28,31,2021-10-13
limit_list_2021-10-14.csv,38,13,2021-10-14
limit_list_2021-10-15.csv,27,24,2021-10-15
limit_list_2021-10-18.csv,36,9,2021-10-18
limit_list_2021-10-19.csv,26,4,2021-10-19
limit_list_2021-10-20.csv,33,11,2021-10-20
limit_list_2021-10-21.csv,22,7,2021-10-21
limit_list_2021-10-22.csv,28,8,2021-10-22
limit_list_2021-10-25.csv,26,8,2021-10-25
limit_list_2021-10-26.csv,17,6,2021-10-26
limit_list_2021-10-27.csv,14,13,2021-10-27
limit_list_2021-10-28.csv,20,44,2021-10-28
limit_list_2021-10-29.csv,39,10,2021-10-29
limit_list_2021-11-01.csv,38,9,2021-11-01
limit_list_2021-11-02.csv,21,17,2021-11-02
limit_list_2021-11-03.csv,21,6,2021-11-03
limit_list_2021-11-04.csv,44,1,2021-11-04
limit_list_2021-11-05.csv,27,11,2021-11-05
limit_list_2021-11-08.csv,35,7,2021-11-08
limit_list_2021-11-09.csv,39,3,2021-11-09
limit_list_2021-11-10.csv,18,2,2021-11-10
limit_list_2021-11-11.csv,27,4,2021-11-11
limit_list_2021-11-12.csv,24,2,2021-11-12
limit_list_2021-11-15.csv,34,13,2021-11-15
limit_list_2021-11-16.csv,26,3,2021-11-16
limit_list_2021-11-17.csv,33,1,2021-11-17
limit_list_2021-11-18.csv,29,10,2021-11-18
limit_list_2021-11-19.csv,38,2,2021-11-19
limit_list_2021-11-22.csv,36,4,2021-11-22
limit_list_2021-11-23.csv,31,2,2021-11-23
limit_list_2021-11-24.csv,30,8,2021-11-24
limit_list_2021-11-25.csv,29,6,2021-11-25
limit_list_2021-11-26.csv,30,4,2021-11-26
limit_list_2021-11-29.csv,35,7,2021-11-29
limit_list_2021-11-30.csv,44,4,2021-11-30
limit_list_2021-12-01.csv,43,5,2021-12-01
limit_list_2021-12-02.csv,39,5,2021-12-02
limit_list_2021-12-03.csv,36,8,2021-12-03
limit_list_2021-12-06.csv,42,10,2021-12-06
limit_list_2021-12-07.csv,42,8,2021-12-07
limit_list_2021-12-08.csv,45,14,2021-12-08
limit_list_2021-12-09.csv,46,8,2021-12-09
limit_list_2021-12-10.csv,42,2,2021-12-10
limit_list_2021-12-13.csv,38,9,2021-12-13
limit_list_2021-12-14.csv,54,2,2021-12-14
limit_list_2021-12-15.csv,51,2,2021-12-15
limit_list_2021-12-16.csv,56,4,2021-12-16
limit_list_2021-12-17.csv,45,4,2021-12-17
limit_list_2021-12-20.csv,61,13,2021-12-20
limit_list_2021-12-21.csv,72,12,2021-12-21
limit_list_2021-12-22.csv,57,11,2021-12-22
limit_list_2021-12-23.csv,41,19,2021-12-23
limit_list_2021-12-24.csv,38,18,2021-12-24
limit_list_2021-12-27.csv,29,16,2021-12-27
limit_list_2021-12-28.csv,43,14,2021-12-28
limit_list_2021-12-29.csv,29,10,2021-12-29
limit_list_2021-12-30.csv,45,5,2021-12-30
limit_list_2021-12-31.csv,44,5,2021-12-31
limit_list_2022-01-04.csv,55,12,2022-01-04
limit_list_2022-01-05.csv,48,15,2022-01-05
limit_list_2022-01-06.csv,52,6,2022-01-06
limit_list_2022-01-07.csv,40,15,2022-01-07
limit_list_2022-01-10.csv,31,16,2022-01-10
limit_list_2022-01-11.csv,49,7,2022-01-11
limit_list_2022-01-12.csv,42,7,2022-01-12
limit_list_2022-01-13.csv,37,10,2022-01-13
limit_list_2022-01-14.csv,38,16,2022-01-14
limit_list_2022-01-17.csv,37,17,2022-01-17
limit_list_2022-01-18.csv,28,36,2022-01-18
limit_list_2022-01-19.csv,37,14,2022-01-19
limit_list_2022-01-20.csv,25,17,2022-01-20
limit_list_2022-01-21.csv,39,24,2022-01-21
limit_list_2022-01-24.csv,33,31,2022-01-24
limit_list_2022-01-25.csv,19,49,2022-01-25
limit_list_2022-01-26.csv,36,29,2022-01-26
limit_list_2022-01-27.csv,11,52,2022-01-27
limit_list_2022-01-28.csv,42,25,2022-01-28
limit_list_2022-02-07.csv,48,42,2022-02-07
limit_list_2022-02-08.csv,54,11,2022-02-08
limit_list_2022-02-09.csv,57,1,2022-02-09
limit_list_2022-02-10.csv,40,1,2022-02-10
limit_list_2022-02-11.csv,27,10,2022-02-11
limit_list_2022-02-14.csv,61,10,2022-02-14
limit_list_2022-02-15.csv,42,11,2022-02-15
limit_list_2022-02-16.csv,43,5,2022-02-16
limit_list_2022-02-17.csv,41,13,2022-02-17
limit_list_2022-02-18.csv,37,2,2022-02-18
limit_list_2022-02-21.csv,50,0,2022-02-21
limit_list_2022-02-22.csv,32,8,2022-02-22
limit_list_2022-02-23.csv,50,6,2022-02-23
limit_list_2022-02-24.csv,45,50,2022-02-24
limit_list_2022-02-25.csv,31,7,2022-02-25
limit_list_2022-02-28.csv,21,12,2022-02-28
limit_list_2022-03-01.csv,35,4,2022-03-01
limit_list_2022-03-02.csv,33,3,2022-03-02
limit_list_2022-03-03.csv,51,1,2022-03-03
limit_list_2022-03-04.csv,32,18,2022-03-04
limit_list_2022-03-07.csv,27,20,2022-03-07
limit_list_2022-03-08.csv,28,39,2022-03-08
limit_list_2022-03-09.csv,29,64,2022-03-09
limit_list_2022-03-10.csv,42,5,2022-03-10
limit_list_2022-03-11.csv,26,17,2022-03-11
limit_list_2022-03-14.csv,27,21,2022-03-14
limit_list_2022-03-15.csv,15,67,2022-03-15
limit_list_2022-03-16.csv,68,17,2022-03-16
limit_list_2022-03-17.csv,66,2,2022-03-17
limit_list_2022-03-18.csv,50,4,2022-03-18
limit_list_2022-03-21.csv,50,4,2022-03-21
limit_list_2022-03-22.csv,42,5,2022-03-22
limit_list_2022-03-23.csv,51,7,2022-03-23
limit_list_2022-03-24.csv,35,9,2022-03-24
limit_list_2022-03-25.csv,49,11,2022-03-25
limit_list_2022-03-28.csv,38,12,2022-03-28
limit_list_2022-03-29.csv,37,16,2022-03-29
limit_list_2022-03-30.csv,40,7,2022-03-30
limit_list_2022-03-31.csv,50,11,2022-03-31
limit_list_2022-04-01.csv,44,10,2022-04-01
limit_list_2022-04-06.csv,60,8,2022-04-06
limit_list_2022-04-07.csv,29,18,2022-04-07
limit_list_2022-04-08.csv,42,12,2022-04-08
limit_list_2022-04-11.csv,42,49,2022-04-11
limit_list_2022-04-12.csv,73,16,2022-04-12
limit_list_2022-04-13.csv,34,29,2022-04-13
limit_list_2022-04-14.csv,44,17,2022-04-14
limit_list_2022-04-15.csv,29,33,2022-04-15
limit_list_2022-04-18.csv,35,39,2022-04-18
limit_list_2022-04-19.csv,42,21,2022-04-19
limit_list_2022-04-20.csv,31,17,2022-04-20
limit_list_2022-04-21.csv,25,59,2022-04-21
limit_list_2022-04-22.csv,30,51,2022-04-22
limit_list_2022-04-25.csv,24,376,2022-04-25
limit_list_2022-04-26.csv,30,151,2022-04-26
limit_list_2022-04-27.csv,64,95,2022-04-27
limit_list_2022-04-28.csv,44,49,2022-04-28
limit_list_2022-04-29.csv,114,15,2022-04-29
limit_list_2022-05-05.csv,74,16,2022-05-05
limit_list_2022-05-06.csv,61,33,2022-05-06
limit_list_2022-05-09.csv,93,12,2022-05-09
limit_list_2022-05-10.csv,56,19,2022-05-10
limit_list_2022-05-11.csv,73,18,2022-05-11
limit_list_2022-05-12.csv,58,23,2022-05-12
limit_list_2022-05-13.csv,51,18,2022-05-13
limit_list_2022-05-16.csv,66,13,2022-05-16
limit_list_2022-05-17.csv,45,32,2022-05-17
limit_list_2022-05-18.csv,86,8,2022-05-18
limit_list_2022-05-19.csv,59,5,2022-05-19
limit_list_2022-05-20.csv,57,4,2022-05-20
limit_list_2022-05-23.csv,54,9,2022-05-23
limit_list_2022-05-24.csv,39,47,2022-05-24
limit_list_2022-05-25.csv,59,16,2022-05-25
limit_list_2022-05-26.csv,58,14,2022-05-26
limit_list_2022-05-27.csv,51,14,2022-05-27
limit_list_2022-05-30.csv,68,14,2022-05-30
limit_list_2022-05-31.csv,66,11,2022-05-31
limit_list_2022-06-01.csv,53,10,2022-06-01
limit_list_2022-06-02.csv,41,22,2022-06-02
limit_list_2022-06-06.csv,55,19,2022-06-06
limit_list_2022-06-07.csv,48,16,2022-06-07
limit_list_2022-06-08.csv,51,12,2022-06-08
limit_list_2022-06-09.csv,37,26,2022-06-09
